"Woonplaatsen in Nederland 2015"
"Onderwerpen";"Woonplaatscode";"Gemeente";"Gemeente";"Provincie";"Provincie";"Landsdeel";"Landsdeel"
"Hoogerheide";"1000";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hoogersmilde";"3115";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogersmilde";"3014";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogeveen";"1814";"Hoogeveen";"GM0118";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogezand";"1018";"Hoogezand-Sappemeer";"GM0018";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hooghalen";"3015";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogkarspel";"1508";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoog-Keppel";"1521";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hoogland";"1665";"Amersfoort";"GM0307";"Utrecht";"PV26";"West-Nederland";"LD03"
"Hooglanderveen";"1666";"Amersfoort";"GM0307";"Utrecht";"PV26";"West-Nederland";"LD03"
"Hoogmade";"3034";"Kaag en Braassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoogvliet Rotterdam";"3083";"Rotterdam";"GM0599";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoogwoud";"2790";"Opmeer";"GM0432";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoorn";"2615";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hoorn";"3614";"Hoorn";"GM0405";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Den Hoorn";"2807";"Midden-Delfland";"GM1842";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Den Hoorn";"2741";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoornaar";"1435";"Giessenlanden";"GM0689";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoornsterzwaag";"2197";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Horn";"2948";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Den Horn";"2117";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hornhuizen";"3416";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Horssen";"2905";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Horst";"1032";"Horst aan de Maas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Den Hout";"3595";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Houten";"2053";"Houten";"GM0321";"Utrecht";"PV26";"West-Nederland";"LD03"
"Houtigehage";"3282";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Houwerzijl";"3417";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Huijbergen";"1001";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Huis ter Heide";"2825";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Huis ter Heide";"1637";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Huisduinen";"3057";"Den Helder";"GM0400";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Huisseling";"3257";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Huissen";"3130";"Lingewaard";"GM1705";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Huizen";"1011";"Huizen";"GM0406";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Huizinge";"3447";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hulsberg";"2359";"Nuth";"GM0951";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hulsel";"1875";"Reusel-De Mierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hulshorst";"2984";"Nunspeet";"GM0302";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hulst";"3088";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Hulten";"2068";"Gilze en Rijen";"GM0784";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hummelo";"1523";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Húns";"2019";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hunsel";"2949";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hurdegaryp";"2449";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hurwenen";"1628";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Idaerd";"2529";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Idsegahuizum";"2313";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Idskenhuizen";"2492";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ter Idzard";"1742";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Idzega";"2409";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Iens";"2020";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"IJhorst";"1048";"Staphorst";"GM0180";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"IJlst";"2410";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"IJmuiden";"2835";"Velsen";"GM0453";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"IJsselham";"2701";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"IJsselmuiden";"2895";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"IJsselstein";"2432";"IJsselstein";"GM0353";"Utrecht";"PV26";"West-Nederland";"LD03"
"IJzendijke";"2974";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"IJzendoorn";"1099";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Den Ilp";"1329";"Landsmeer";"GM0415";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ilpendam";"1941";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Indijk";"2411";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ingber";"1226";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ingelum";"2728";"Menameradiel";"GM1908";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ingen";"3376";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Itens";"2021";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ittervoort";"2950";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Jaarsveld";"1959";"Lopik";"GM0331";"Utrecht";"PV26";"West-Nederland";"LD03"
"Jabeek";"2846";"Onderbanken";"GM0881";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Jannum";"3205";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jellum";"2022";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jelsum";"3228";"Leeuwarderadeel";"GM0081";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jirnsum";"2530";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jislum";"3206";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jisp";"2284";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Jistrum";"2452";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jonkerslân";"3348";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jonkersvaart";"2261";"Marum";"GM0025";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Joppe";"1340";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Jorwert";"2023";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Joure";"2493";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jouswier";"3400";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jubbega";"2196";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Julianadorp";"3058";"Den Helder";"GM0400";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Jutrijp";"2412";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kaag";"3035";"Kaag en Braassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Kaard";"2622";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kaatsheuvel";"3052";"Loon op Zand";"GM0809";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Kalenberg";"2702";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kallenkote";"2703";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kamerik";"1073";"Woerden";"GM0632";"Utrecht";"PV26";"West-Nederland";"LD03"
"Kampen";"2894";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kamperland";"3188";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kamperveen";"2900";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kantens";"3475";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kapel Avezaath";"2560";"Tiel";"GM0281";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kapel-Avezaath";"3377";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kapelle";"1467";"Kapelle";"GM0678";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kapellebrug";"3090";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Katlijk";"2192";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kats";"3192";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kattendijke";"1825";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Katwijk";"1707";"Katwijk";"GM0537";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Katwijk NB";"1452";"Cuijk";"GM1684";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Katwoude";"1942";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kedichem";"2273";"Leerdam";"GM0545";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Keent";"3264";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Keijenborg";"1536";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kekerdom";"2875";"Groesbeek";"GM0241";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kelpen-Oler";"2951";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kerk Avezaath";"2561";"Tiel";"GM0281";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kerk-Avezaath";"3378";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kerkdriel";"1629";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kerkenveld";"3166";"De Wolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Kerkrade";"2649";"Kerkrade";"GM0928";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kerkwerve";"2679";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kerkwijk";"2632";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kessel";"1699";"Peel en Maas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kesteren";"1096";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Kiel";"2151";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Kiel-Windeweer";"1019";"Hoogezand-Sappemeer";"GM0018";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kilder";"2207";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kimswerd";"2314";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kinderdijk";"2794";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Kinnum";"2624";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Klaaswaal";"2371";"Cromstrijen";"GM0611";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Klarenbeek";"2606";"Voorst";"GM0285";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Klarenbeek";"2248";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Klazienaveen";"1991";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Klazienaveen-Noord";"1992";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Klein Zundert";"3492";"Zundert";"GM0879";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Klijndijk";"1796";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Klimmen";"1853";"Voerendaal";"GM0986";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kloetinge";"1468";"Kapelle";"GM0678";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kloetinge";"1826";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"De Klomp";"2770";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Klooster Lidlum";"1376";"Franekeradeel";"GM0070";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kloosterburen";"3418";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kloosterhaar";"3323";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kloosterhaar";"1555";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kloosterzande";"3100";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Klundert";"1319";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Knegsel";"2994";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"De Knipe";"2190";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Koarnjum";"3229";"Leeuwarderadeel";"GM0081";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kockengen";"1393";"Stichtse Vecht";"GM1904";"Utrecht";"PV26";"West-Nederland";"LD03"
"Koedijk";"1120";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Koedijk";"2349";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Koekange";"3167";"De Wolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Koewacht";"1131";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kolderwolde";"1677";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kolham";"1351";"Slochteren";"GM0040";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kolhorn";"2516";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kollum";"3309";"Kollumerland en Nieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kollumerpomp";"3310";"Kollumerland en Nieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kollumerzwaag";"3311";"Kollumerland en Nieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kommerzijl";"2119";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Koningsbosch";"2042";"Echt-Susteren";"GM1711";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Koningslust";"3442";"Peel en Maas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"De Koog";"2738";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Koog aan de Zaan";"1879";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Koolwijk";"3258";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Kootstertille";"3179";"Achtkarspelen";"GM0059";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kootwijk";"1062";"Barneveld";"GM0203";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kootwijkerbroek";"1056";"Barneveld";"GM0203";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kornhorn";"2176";"Grootegast";"GM0015";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kornwerderzand";"2315";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kortehemmen";"3283";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kortenhoef";"3526";"Wijdemeren";"GM1696";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kortgene";"3189";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Koudekerk aan den Rijn";"2850";"Alphen aan den Rijn";"GM0484";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Koudekerke";"2779";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Koudum";"1966";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Koufurderrige";"2413";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Krabbendijke";"3462";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kraggenburg";"1275";"Noordoostpolder";"GM0171";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Kreileroord";"2433";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Krewerd";"3238";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Krim";"1545";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Krimpen aan de Lek";"2375";"Krimpenerwaard";"GM1931";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Krimpen aan den IJssel";"1144";"Krimpen aan den IJssel";"GM0542";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Kring van Dorth";"1341";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Krommenie";"1880";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kronenberg";"1516";"Horst aan de Maas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kropswolde";"1020";"Hoogezand-Sappemeer";"GM0018";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kruiningen";"3463";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kruisland";"1403";"Steenbergen";"GM0851";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Kûbaard";"2024";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kudelstaart";"2572";"Aalsmeer";"GM0358";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kuinre";"2704";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kuitaart";"3097";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kwadendamme";"1257";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kwadijk";"1839";"Zeevang";"GM0478";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"De Kwakel";"3539";"Uithoorn";"GM0451";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kwintsheul";"2657";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Laag Zuthem";"1495";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Laag-Keppel";"1522";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Laag-Soeren";"1506";"Rheden";"GM0275";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Lage Mierde";"1876";"Reusel-De Mierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Lage Vuursche";"1093";"Baarn";"GM0308";"Utrecht";"PV26";"West-Nederland";"LD03"
"Lage Zwaluwe";"2576";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Lageland";"1352";"Slochteren";"GM0040";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Lambertschaag";"3150";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Lamswaarde";"3099";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Landerum";"2618";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Landgraaf";"3055";"Landgraaf";"GM0882";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Landhorst";"2080";"Sint Anthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Landsmeer";"1328";"Landsmeer";"GM0415";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Langbroek";"1303";"Wijk bij Duurstede";"GM0352";"Utrecht";"PV26";"West-Nederland";"LD03"
"Langedijke";"1759";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Langelille";"1724";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Langelo";"1638";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Langenboom";"1978";"Mill en Sint Hubert";"GM0815";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Langerak";"1808";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Langeveen";"1289";"Tubbergen";"GM0183";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Langeweg";"1326";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Langezwaag";"3349";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Langweer";"2494";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Laren";"1342";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Laren";"2890";"Laren";"GM0417";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Lathum";"1301";"Zevenaar";"GM0299";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Lattrop-Breklenkamp";"1410";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Lauwersoog";"3419";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Lauwerzijl";"2120";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ledeacker";"2081";"Sint Anthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Leek";"2341";"Leek";"GM0022";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Leende";"1315";"Heeze-Leende";"GM1658";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Leens";"3420";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Leerbroek";"2110";"Zederik";"GM0707";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leerdam";"2271";"Leerdam";"GM0545";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leermens";"3448";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Leersum";"3587";"Utrechtse Heuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Leeuwarden";"3615";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Legemeer";"2495";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Leiden";"2088";"Leiden";"GM0546";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leiderdorp";"2112";"Leiderdorp";"GM0547";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leidschendam";"1621";"Leidschendam-Voorburg";"GM1916";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leimuiden";"3541";"Kaag en Braassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leimuiderbrug";"1605";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Lekkerkerk";"2376";"Krimpenerwaard";"GM1931";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Lekkum";"1198";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Lellens";"1835";"Ten Boer";"GM0009";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Lelystad";"1051";"Lelystad";"GM0995";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Lemele";"2552";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Lemelerveld";"1238";"Dalfsen";"GM0148";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Lemiers";"1430";"Vaals";"GM0981";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Lemmer";"2245";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Lengel";"2208";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Lent";"2545";"Nijmegen";"GM0268";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Leons";"2025";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Lepelstraat";"1939";"Bergen op Zoom";"GM0748";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Lettelbert";"2342";"Leek";"GM0022";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Lettele";"2858";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Leunen";"2330";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Leur";"2567";"Wijchen";"GM0296";"Gelderland";"PV25";"Oost-Nederland";"LD02"
