Variant;Woonplaats;Woonplaatscode;Gemeente;Gemeente_code;Provincie;Provincie_code;Landsdeel;Landsdeel_code
koudekerke;Koudekerke;2779;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
meliskerke;Meliskerke;2780;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
oostkapelle;Oostkapelle;2781;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
veere;Veere;2783;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
vrouwenpolder;Vrouwenpolder;2784;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
westkapelle;Westkapelle;2785;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
zoutelande;Zoutelande;2786;Veere;GM0717;Zeeland;PV29;West-Nederland;LD03
erp;Erp;2826;Veghel;GM0860;Noord-Brabant;PV30;Zuid-Nederland;LD04
veghel;Veghel;2827;Veghel;GM0860;Noord-Brabant;PV30;Zuid-Nederland;LD04
veldhoven;Veldhoven;1384;Veldhoven;GM0861;Noord-Brabant;PV30;Zuid-Nederland;LD04
driehuis nh;Driehuis NH;2836;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
ijmuiden;IJmuiden;2835;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
ymuiden;IJmuiden;2835;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
santpoort-noord;Santpoort-Noord;2837;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
santpoort noord;Santpoort-Noord;2837;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
santpoort-zuid;Santpoort-Zuid;2838;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
santpoort zuid;Santpoort-Zuid;2838;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
velsen;Velsen;;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
velsen-noord;Velsen-Noord;3538;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
velsen noord;Velsen-Noord;3538;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
velsen-zuid;Velsen-Zuid;3536;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
velsen zuid;Velsen-Zuid;3536;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
velserbroek;Velserbroek;2839;Velsen;GM0453;Noord-Holland;PV27;West-Nederland;LD03
arcen;Arcen;3140;Venlo;GM0983;Limburg;PV31;Zuid-Nederland;LD04
belfeld;Belfeld;1476;Venlo;GM0983;Limburg;PV31;Zuid-Nederland;LD04
lomm;Lomm;3141;Venlo;GM0983;Limburg;PV31;Zuid-Nederland;LD04
steyl;Steyl;1475;Venlo;GM0983;Limburg;PV31;Zuid-Nederland;LD04
tegelen;Tegelen;1474;Venlo;GM0983;Limburg;PV31;Zuid-Nederland;LD04
velden;Velden;3142;Venlo;GM0983;Limburg;PV31;Zuid-Nederland;LD04
venlo;Venlo;1473;Venlo;GM0983;Limburg;PV31;Zuid-Nederland;LD04
blitterswijck;Blitterswijck;1856;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
blitterswyck;Blitterswijck;1856;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
blitterswijk;Blitterswijck;1856;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
castenray;Castenray;2328;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
geijsteren;Geijsteren;1857;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
geysteren;Geijsteren;1857;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
heide;Heide;2329;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
leunen;Leunen;2330;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
merselo;Merselo;2331;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
oirlo;Oirlo;3604;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
oostrum;Oostrum;3605;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
smakt;Smakt;2334;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
venray;Venray;2335;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
veulen;Veulen;2336;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
vredepeel;Vredepeel;2337;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
wanssum;Wanssum;1861;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
ysselsteyn;Ysselsteyn;2338;Venray;GM0984;Limburg;PV31;Zuid-Nederland;LD04
everdingen;Everdingen;2840;Vianen;GM0620;Utrecht;PV26;West-Nederland;LD03
hagestein;Hagestein;2841;Vianen;GM0620;Utrecht;PV26;West-Nederland;LD03
ossenwaard;Ossenwaard;2842;Vianen;GM0620;Utrecht;PV26;West-Nederland;LD03
vianen;Vianen;2843;Vianen;GM0620;Utrecht;PV26;West-Nederland;LD03
zijderveld;Zijderveld;2844;Vianen;GM0620;Utrecht;PV26;West-Nederland;LD03
zyderveld;Zijderveld;2844;Vianen;GM0620;Utrecht;PV26;West-Nederland;LD03
vlaardingen;Vlaardingen;1015;Vlaardingen;GM0622;Zuid-Holland;PV28;West-Nederland;LD03
bourtange;Bourtange;2294;Vlagtwedde;GM0048;Groningen;PV20;Noord-Nederland;LD01
sellingen;Sellingen;2295;Vlagtwedde;GM0048;Groningen;PV20;Noord-Nederland;LD01
ter apel;Ter Apel;2296;Vlagtwedde;GM0048;Groningen;PV20;Noord-Nederland;LD01
ter apelkanaal;Ter Apelkanaal;2297;Vlagtwedde;GM0048;Groningen;PV20;Noord-Nederland;LD01
vlagtwedde;Vlagtwedde;2298;Vlagtwedde;GM0048;Groningen;PV20;Noord-Nederland;LD01
vlieland;Vlieland;3299;Vlieland;GM0096;Friesland;PV21;Noord-Nederland;LD01
oost-souburg;Oost-Souburg;1076;Vlissingen;GM0718;Zeeland;PV29;West-Nederland;LD03
oost souburg;Oost-Souburg;1076;Vlissingen;GM0718;Zeeland;PV29;West-Nederland;LD03
ritthem;Ritthem;1077;Vlissingen;GM0718;Zeeland;PV29;West-Nederland;LD03
vlissingen;Vlissingen;1078;Vlissingen;GM0718;Zeeland;PV29;West-Nederland;LD03
klimmen;Klimmen;1853;Voerendaal;GM0986;Limburg;PV31;Zuid-Nederland;LD04
ransdaal;Ransdaal;1854;Voerendaal;GM0986;Limburg;PV31;Zuid-Nederland;LD04
ransdael;Ransdaal;1854;Voerendaal;GM0986;Limburg;PV31;Zuid-Nederland;LD04
voerendaal;Voerendaal;1855;Voerendaal;GM0986;Limburg;PV31;Zuid-Nederland;LD04
voerendael;Voerendaal;1855;Voerendaal;GM0986;Limburg;PV31;Zuid-Nederland;LD04
voorschoten;Voorschoten;3231;Voorschoten;GM0626;Zuid-Holland;PV28;West-Nederland;LD03
klarenbeek;Klarenbeek;2606;Voorst;GM0285;Gelderland;PV25;Oost-Nederland;LD02
nijbroek;Nijbroek;2607;Voorst;GM0285;Gelderland;PV25;Oost-Nederland;LD02
nybroek;Nijbroek;2607;Voorst;GM0285;Gelderland;PV25;Oost-Nederland;LD02
steenenkamer;Steenenkamer;2608;Voorst;GM0285;Gelderland;PV25;Oost-Nederland;LD02
terwolde;Terwolde;2609;Voorst;GM0285;Gelderland;PV25;Oost-Nederland;LD02
teuge;Teuge;2610;Voorst;GM0285;Gelderland;PV25;Oost-Nederland;LD02
twello;Twello;2611;Voorst;GM0285;Gelderland;PV25;Oost-Nederland;LD02
voorst;Voorst;2612;Voorst;GM0285;Gelderland;PV25;Oost-Nederland;LD02
wilp;Wilp;2613;Voorst;GM0285;Gelderland;PV25;Oost-Nederland;LD02
cromvoirt;Cromvoirt;1620;Vught;GM0865;Noord-Brabant;PV30;Zuid-Nederland;LD04
vught;Vught;1619;Vught;GM0865;Noord-Brabant;PV30;Zuid-Nederland;LD04
waalre;Waalre;1006;Waalre;GM0866;Noord-Brabant;PV30;Zuid-Nederland;LD04
sprang-capelle;Sprang-Capelle;2596;Waalwijk;GM0867;Noord-Brabant;PV30;Zuid-Nederland;LD04
sprang capelle;Sprang-Capelle;2596;Waalwijk;GM0867;Noord-Brabant;PV30;Zuid-Nederland;LD04
waalwijk;Waalwijk;2597;Waalwijk;GM0867;Noord-Brabant;PV30;Zuid-Nederland;LD04
waalwyk;Waalwijk;2597;Waalwijk;GM0867;Noord-Brabant;PV30;Zuid-Nederland;LD04
waalwijck;Waalwijk;2597;Waalwijk;GM0867;Noord-Brabant;PV30;Zuid-Nederland;LD04
waspik;Waspik;2598;Waalwijk;GM0867;Noord-Brabant;PV30;Zuid-Nederland;LD04
waddinxveen;Waddinxveen;3051;Waddinxveen;GM0627;Zuid-Holland;PV28;West-Nederland;LD03
wageningen;Wageningen;2006;Wageningen;GM0289;Gelderland;PV25;Oost-Nederland;LD02
wassenaar;Wassenaar;1821;Wassenaar;GM0629;Zuid-Holland;PV28;West-Nederland;LD03
broek in waterland;Broek in Waterland;1940;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
ilpendam;Ilpendam;1941;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
katwoude;Katwoude;1942;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
marken;Marken;1943;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
monnickendam;Monnickendam;1944;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
purmer;Purmer;1946;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
uitdam;Uitdam;1947;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
watergang;Watergang;1945;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
waterland;Waterland;;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
zuiderwoude;Zuiderwoude;1948;Waterland;GM0852;Noord-Holland;PV27;West-Nederland;LD03
stramproy;Stramproy;1975;Weert;GM0988;Limburg;PV31;Zuid-Nederland;LD04
weert;Weert;1974;Weert;GM0988;Limburg;PV31;Zuid-Nederland;LD04
weesp;Weesp;1012;Weesp;GM0457;Noord-Holland;PV27;West-Nederland;LD03
dussen;Dussen;2214;Werkendam;GM0870;Noord-Brabant;PV30;Zuid-Nederland;LD04
hank;Hank;2215;Werkendam;GM0870;Noord-Brabant;PV30;Zuid-Nederland;LD04
nieuwendijk;Nieuwendijk;2216;Werkendam;GM0870;Noord-Brabant;PV30;Zuid-Nederland;LD04
nieuwendyk;Nieuwendijk;2216;Werkendam;GM0870;Noord-Brabant;PV30;Zuid-Nederland;LD04
sleeuwijk;Sleeuwijk;2217;Werkendam;GM0870;Noord-Brabant;PV30;Zuid-Nederland;LD04
sleeuwyk;Sleeuwijk;2217;Werkendam;GM0870;Noord-Brabant;PV30;Zuid-Nederland;LD04
sleeuwijck;Sleeuwijk;2217;Werkendam;GM0870;Noord-Brabant;PV30;Zuid-Nederland;LD04
werkendam;Werkendam;2218;Werkendam;GM0870;Noord-Brabant;PV30;Zuid-Nederland;LD04
alphen;Alphen;1766;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
altforst;Altforst;1767;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
appeltern;Appeltern;1768;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
beneden-leeuwen;Beneden-Leeuwen;1769;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
beneden leeuwen;Beneden-Leeuwen;1769;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
boven-leeuwen;Boven-Leeuwen;1770;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
boven leeuwen;Boven-Leeuwen;1770;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
dreumel;Dreumel;1771;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
maasbommel;Maasbommel;1772;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
wamel;Wamel;1773;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
west maas en waal;West Maas en Waal;;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
west maas & waal;West Maas en Waal;;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
west maas&waal;West Maas en Waal;;West Maas en Waal;GM0668;Gelderland;PV25;Oost-Nederland;LD02
ansen;Ansen;3104;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
boschoord;Boschoord;3105;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
bosoord;Boschoord;3105;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
darp;Darp;3106;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
diever;Diever;3107;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
dieverbrug;Dieverbrug;3108;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
doldersum;Doldersum;3109;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
dwingeloo;Dwingeloo;3110;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
frederiksoord;Frederiksoord;3111;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
geeuwenbrug;Geeuwenbrug;3112;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
havelte;Havelte;3113;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
havelterberg;Havelterberg;3114;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
hoogersmilde;Hoogersmilde;3115;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
nijensleek;Nijensleek;3116;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
nyensleek;Nijensleek;3116;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
oude willem;Oude Willem;3117;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
pesse;Pesse;3118;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
ruinen;Ruinen;3119;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
spier;Spier;3120;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
uffelte;Uffelte;3121;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
vledder;Vledder;3122;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
vledderveen;Vledderveen;3123;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
wapse;Wapse;3124;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
wapserveen;Wapserveen;3125;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
wateren;Wateren;3126;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
westerveld;Westerveld;;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
wilhelminaoord;Wilhelminaoord;3127;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
wittelte;Wittelte;3128;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
zorgvlied;Zorgvlied;3129;Westerveld;GM1701;Drenthe;PV22;Noord-Nederland;LD01
westervoort;Westervoort;1936;Westervoort;GM0293;Gelderland;PV25;Oost-Nederland;LD02
's-gravenzande;'s-Gravenzande;2662;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
s gravenzande;'s-Gravenzande;2662;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
sgravenzande;'s-Gravenzande;2662;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
de lier;De Lier;2655;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
honselersdijk;Honselersdijk;2656;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
honselersdyk;Honselersdijk;2656;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
kwintsheul;Kwintsheul;2657;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
maasdijk;Maasdijk;2658;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
maasdyk;Maasdijk;2658;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
monster;Monster;2659;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
naaldwijk;Naaldwijk;2660;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
naaldwyk;Naaldwijk;2660;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
naaldwijck;Naaldwijk;2660;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
poeldijk;Poeldijk;2661;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
poeldyk;Poeldijk;2661;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
ter heijde;Ter Heijde;2663;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
ter heyde;Ter Heijde;2663;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
wateringen;Wateringen;2664;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
westland;Westland;;Westland;GM1783;Zuid-Holland;PV28;West-Nederland;LD03
blesdijke;Blesdijke;1720;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
blesdyke;Blesdijke;1720;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
boijl;Boijl;1721;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
boyl;Boijl;1721;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
de blesse;De Blesse;1722;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
de hoeve;De Hoeve;1723;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
langelille;Langelille;1724;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
munnekeburen;Munnekeburen;1725;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
nijeholtpade;Nijeholtpade;1726;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
nyeholtpade;Nijeholtpade;1726;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
nijeholtwolde;Nijeholtwolde;1727;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
nyeholtwolde;Nijeholtwolde;1727;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
nijelamer;Nijelamer;1728;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
nyelamer;Nijelamer;1728;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
nijetrijne;Nijetrijne;1729;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
nyetryne;Nijetrijne;1729;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
noordwolde;Noordwolde;1730;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
oldeholtpade;Oldeholtpade;1731;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
oldeholtwolde;Oldeholtwolde;1732;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
oldelamer;Oldelamer;1733;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
oldetrijne;Oldetrijne;1734;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
oldetryne;Oldetrijne;1734;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
oosterstreek;Oosterstreek;1735;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
peperga;Peperga;1736;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
scherpenzeel;Scherpenzeel;1737;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
slijkenburg;Slijkenburg;1738;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
slykenburg;Slijkenburg;1738;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
sonnega;Sonnega;1739;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
spanga;Spanga;1740;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
steggerda;Steggerda;1741;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
ter idzard;Ter Idzard;1742;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
vinkega;Vinkega;1743;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
weststellingwerf;Weststellingwerf;;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
wolvega;Wolvega;1744;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
zandhuizen;Zandhuizen;1745;Weststellingwerf;GM0098;Friesland;PV21;Noord-Nederland;LD01
oostvoorne;Oostvoorne;1209;Westvoorne;GM0614;Zuid-Holland;PV28;West-Nederland;LD03
rockanje;Rockanje;1210;Westvoorne;GM0614;Zuid-Holland;PV28;West-Nederland;LD03
tinte;Tinte;1211;Westvoorne;GM0614;Zuid-Holland;PV28;West-Nederland;LD03
westvoorne;Westvoorne;;Westvoorne;GM0614;Zuid-Holland;PV28;West-Nederland;LD03
enter;Enter;1088;Wierden;GM0189;Overijssel;PV23;Oost-Nederland;LD02
hoge hexel;Hoge Hexel;1089;Wierden;GM0189;Overijssel;PV23;Oost-Nederland;LD02
notter;Notter;1090;Wierden;GM0189;Overijssel;PV23;Oost-Nederland;LD02
wierden;Wierden;1087;Wierden;GM0189;Overijssel;PV23;Oost-Nederland;LD02
zuna;Zuna;1091;Wierden;GM0189;Overijssel;PV23;Oost-Nederland;LD02
balgoij;Balgoij;2570;Wijchen;GM0296;Gelderland;PV25;Oost-Nederland;LD02
balgoy;Balgoij;2570;Wijchen;GM0296;Gelderland;PV25;Oost-Nederland;LD02
batenburg;Batenburg;2568;Wijchen;GM0296;Gelderland;PV25;Oost-Nederland;LD02
bergharen;Bergharen;2565;Wijchen;GM0296;Gelderland;PV25;Oost-Nederland;LD02
hernen;Hernen;2566;Wijchen;GM0296;Gelderland;PV25;Oost-Nederland;LD02
leur;Leur;2567;Wijchen;GM0296;Gelderland;PV25;Oost-Nederland;LD02
niftrik;Niftrik;2569;Wijchen;GM0296;Gelderland;PV25;Oost-Nederland;LD02
wijchen;Wijchen;2564;Wijchen;GM0296;Gelderland;PV25;Oost-Nederland;LD02
wychen;Wijchen;2564;Wijchen;GM0296;Gelderland;PV25;Oost-Nederland;LD02
's-graveland;'s-Graveland;3000;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
s graveland;'s-Graveland;3000;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
sgraveland;'s-Graveland;3000;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
ankeveen;Ankeveen;2999;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
breukeleveen;Breukeleveen;3004;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
kortenhoef;Kortenhoef;3526;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
loosdrecht;Loosdrecht;3537;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
nederhorst den berg;Nederhorst den Berg;3003;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
wijdemeren;Wijdemeren;;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
wydemeren;Wijdemeren;;Wijdemeren;GM1696;Noord-Holland;PV27;West-Nederland;LD03
cothen;Cothen;1304;Wijk bij Duurstede;GM0352;Utrecht;PV26;West-Nederland;LD03
langbroek;Langbroek;1303;Wijk bij Duurstede;GM0352;Utrecht;PV26;West-Nederland;LD03
wijk bij duurstede;Wijk bij Duurstede;1302;Wijk bij Duurstede;GM0352;Utrecht;PV26;West-Nederland;LD03
wyk by duurstede;Wijk bij Duurstede;1302;Wijk bij Duurstede;GM0352;Utrecht;PV26;West-Nederland;LD03
wijck bij duurstede;Wijk bij Duurstede;1302;Wijk bij Duurstede;GM0352;Utrecht;PV26;West-Nederland;LD03
adorp;Adorp;2464;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
baflo;Baflo;2465;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
den andel;Den Andel;2466;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
ezinge;Ezinge;2467;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
feerwerd;Feerwerd;2468;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
garnwerd;Garnwerd;2469;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
rasquert;Rasquert;2470;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
saaxumhuizen;Saaxumhuizen;2471;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
sauwerd;Sauwerd;2472;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
tinallinge;Tinallinge;2473;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
wetsinge;Wetsinge;2474;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
winsum;Winsum;2475;Winsum;GM0053;Groningen;PV20;Noord-Nederland;LD01
winterswijk;Winterswijk;1478;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswyk;Winterswijk;1478;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijck;Winterswijk;1478;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijk brinkheurne;Winterswijk Brinkheurne;1486;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswyk brinkheurne;Winterswijk Brinkheurne;1486;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijck brinkheurne;Winterswijk Brinkheurne;1486;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijk corle;Winterswijk Corle;1487;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswyk corle;Winterswijk Corle;1487;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijck corle;Winterswijk Corle;1487;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijk henxel;Winterswijk Henxel;1485;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswyk henxel;Winterswijk Henxel;1485;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijck henxel;Winterswijk Henxel;1485;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijk huppel;Winterswijk Huppel;1480;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswyk huppel;Winterswijk Huppel;1480;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijck huppel;Winterswijk Huppel;1480;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijk kotten;Winterswijk Kotten;1482;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswyk kotten;Winterswijk Kotten;1482;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijck kotten;Winterswijk Kotten;1482;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijk meddo;Winterswijk Meddo;1479;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswyk meddo;Winterswijk Meddo;1479;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
winterswijck meddo;Winterswijk Meddo;1479;Winterswijk;GM0294;Gelderland;PV25;Oost-Nederland;LD02
